seed=25
gen=0	fitness=674.809064757116	tour=[23, 7, 17, 2, 4, 10, 13, 5, 3, 11, 24, 14, 16, 22, 19, 21, 18, 8, 1, 15, 20, 9, 6, 0, 12]
gen=1	fitness=301.289902044920	tour=[14, 13, 12, 16, 15, 11, 7, 8, 9, 4, 3, 2, 6, 1, 0, 5, 10, 20, 21, 22, 23, 18, 19, 24, 17]
gen=2	fitness=278.863495173727	tour=[6, 12, 7, 8, 13, 18, 23, 24, 19, 14, 9, 4, 3, 2, 1, 0, 5, 10, 17, 22, 21, 16, 15, 20, 11]
gen=3	fitness=278.863495173727	tour=[6, 12, 7, 8, 13, 18, 23, 24, 19, 14, 9, 4, 3, 2, 1, 0, 5, 10, 17, 22, 21, 16, 15, 20, 11]
gen=4	fitness=266.502815398729	tour=[8, 9, 14, 13, 12, 11, 10, 15, 20, 21, 22, 23, 24, 19, 18, 17, 16, 5, 0, 1, 6, 7, 2, 3, 4]
gen=5	fitness=266.502815398729	tour=[8, 9, 14, 13, 12, 11, 10, 15, 20, 21, 22, 23, 24, 19, 18, 17, 16, 5, 0, 1, 6, 7, 2, 3, 4]
gen=6	fitness=266.502815398729	tour=[8, 9, 14, 13, 12, 11, 10, 15, 20, 21, 22, 23, 24, 19, 18, 17, 16, 5, 0, 1, 6, 7, 2, 3, 4]
gen=7	fitness=266.502815398729	tour=[8, 9, 14, 13, 12, 11, 10, 15, 20, 21, 22, 23, 24, 19, 18, 17, 16, 5, 0, 1, 6, 7, 2, 3, 4]
gen=8	fitness=266.502815398729	tour=[8, 9, 14, 13, 12, 11, 10, 15, 20, 21, 22, 23, 24, 19, 18, 17, 16, 5, 0, 1, 6, 7, 2, 3, 4]
gen=9	fitness=254.142135623731	tour=[13, 8, 7, 6, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 11, 16, 12]
gen=10	fitness=254.142135623731	tour=[13, 8, 7, 6, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 11, 16, 12]
