seed=27
gen=0	fitness=669.520279509498	tour=[24, 16, 11, 0, 14, 12, 13, 1, 7, 23, 3, 17, 19, 5, 4, 10, 21, 18, 2, 6, 9, 8, 22, 15, 20]
gen=1	fitness=254.142135623731	tour=[12, 13, 8, 7, 6, 11, 16, 21, 20, 15, 10, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 22, 17, 18]
gen=2	fitness=254.142135623731	tour=[12, 13, 8, 7, 6, 11, 16, 21, 20, 15, 10, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 22, 17, 18]
gen=3	fitness=254.142135623731	tour=[12, 13, 8, 7, 6, 11, 16, 21, 20, 15, 10, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 22, 17, 18]
gen=4	fitness=254.142135623731	tour=[12, 13, 8, 7, 6, 11, 16, 21, 20, 15, 10, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 22, 17, 18]
gen=5	fitness=254.142135623731	tour=[12, 13, 8, 7, 6, 11, 16, 21, 20, 15, 10, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 22, 17, 18]
gen=6	fitness=254.142135623731	tour=[12, 13, 8, 7, 6, 11, 16, 21, 20, 15, 10, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 22, 17, 18]
gen=7	fitness=254.142135623731	tour=[12, 13, 8, 7, 6, 11, 16, 21, 20, 15, 10, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 22, 17, 18]
gen=8	fitness=254.142135623731	tour=[12, 13, 8, 7, 6, 11, 16, 21, 20, 15, 10, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 22, 17, 18]
gen=9	fitness=254.142135623731	tour=[12, 13, 8, 7, 6, 11, 16, 21, 20, 15, 10, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 22, 17, 18]
gen=10	fitness=254.142135623731	tour=[12, 13, 8, 7, 6, 11, 16, 21, 20, 15, 10, 5, 0, 1, 2, 3, 4, 9, 14, 19, 24, 23, 22, 17, 18]
