seed=29
gen=0	fitness=654.493216305417	tour=[10, 15, 8, 14, 4, 18, 20, 24, 5, 3, 7, 1, 13, 0, 6, 12, 22, 16, 23, 9, 21, 19, 11, 2, 17]
gen=1	fitness=254.142135623731	tour=[12, 13, 8, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 5, 0, 1, 2, 7, 6, 11, 16]
gen=2	fitness=254.142135623731	tour=[12, 13, 8, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 5, 0, 1, 2, 7, 6, 11, 16]
gen=3	fitness=254.142135623731	tour=[12, 13, 8, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 5, 0, 1, 2, 7, 6, 11, 16]
gen=4	fitness=254.142135623731	tour=[12, 13, 8, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 5, 0, 1, 2, 7, 6, 11, 16]
gen=5	fitness=254.142135623731	tour=[12, 13, 8, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 5, 0, 1, 2, 7, 6, 11, 16]
gen=6	fitness=254.142135623731	tour=[12, 13, 8, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 5, 0, 1, 2, 7, 6, 11, 16]
gen=7	fitness=254.142135623731	tour=[12, 13, 8, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 5, 0, 1, 2, 7, 6, 11, 16]
gen=8	fitness=254.142135623731	tour=[12, 13, 8, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 5, 0, 1, 2, 7, 6, 11, 16]
gen=9	fitness=254.142135623731	tour=[12, 13, 8, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 5, 0, 1, 2, 7, 6, 11, 16]
gen=10	fitness=254.142135623731	tour=[12, 13, 8, 3, 4, 9, 14, 19, 24, 23, 18, 17, 22, 21, 20, 15, 10, 5, 0, 1, 2, 7, 6, 11, 16]
