seed=26
gen=0	fitness=998.753879823737	tour=[0, 18, 24, 14, 15, 4, 9, 13, 23, 7, 11, 17, 6, 3, 2, 10, 16, 20, 1, 19, 12, 22, 5, 8, 21]
gen=1	fitness=768.200905724690	tour=[0, 11, 24, 15, 19, 2, 16, 13, 22, 3, 23, 17, 6, 7, 1, 9, 12, 14, 18, 21, 4, 10, 20, 5, 8]
gen=2	fitness=656.797382351174	tour=[0, 11, 24, 15, 12, 22, 16, 13, 5, 3, 17, 23, 6, 10, 18, 14, 4, 21, 20, 2, 7, 1, 19, 9, 8]
gen=3	fitness=604.602989074849	tour=[0, 11, 23, 6, 10, 18, 14, 24, 15, 12, 4, 17, 3, 5, 16, 13, 22, 21, 20, 8, 2, 1, 19, 9, 7]
gen=4	fitness=593.604466013333	tour=[0, 11, 17, 3, 10, 18, 14, 24, 15, 12, 4, 23, 6, 5, 16, 13, 22, 21, 20, 8, 2, 7, 9, 19, 1]
gen=5	fitness=566.788748235968	tour=[0, 3, 11, 17, 6, 18, 14, 24, 15, 12, 4, 23, 10, 21, 16, 13, 22, 20, 5, 8, 2, 7, 19, 1, 9]
gen=6	fitness=553.034325828555	tour=[0, 4, 12, 15, 24, 14, 18, 6, 17, 11, 3, 23, 10, 21, 22, 13, 16, 20, 5, 8, 2, 7, 19, 1, 9]
gen=7	fitness=553.034325828555	tour=[0, 4, 12, 15, 24, 14, 18, 6, 17, 11, 3, 23, 10, 21, 22, 13, 16, 20, 5, 8, 2, 7, 19, 1, 9]
gen=8	fitness=496.474422752198	tour=[0, 11, 3, 6, 5, 20, 22, 16, 13, 4, 24, 15, 12, 19, 9, 1, 7, 2, 8, 21, 10, 14, 18, 23, 17]
gen=9	fitness=496.474422752198	tour=[0, 11, 3, 6, 5, 20, 22, 16, 13, 4, 24, 15, 12, 19, 9, 1, 7, 2, 8, 21, 10, 14, 18, 23, 17]
gen=10	fitness=496.474422752198	tour=[0, 11, 3, 6, 5, 20, 22, 16, 13, 4, 24, 15, 12, 19, 9, 1, 7, 2, 8, 21, 10, 14, 18, 23, 17]
