seed=27
gen=0	fitness=947.586049411734	tour=[0, 6, 21, 14, 18, 12, 11, 3, 8, 7, 5, 10, 15, 24, 4, 2, 1, 23, 17, 20, 16, 22, 13, 19, 9]
gen=1	fitness=754.921001053981	tour=[0, 17, 23, 18, 14, 3, 11, 5, 8, 7, 2, 19, 15, 24, 4, 12, 16, 22, 21, 20, 6, 10, 13, 1, 9]
gen=2	fitness=698.888468560595	tour=[0, 17, 11, 3, 18, 14, 20, 5, 2, 8, 7, 16, 15, 24, 4, 12, 13, 22, 21, 23, 6, 10, 9, 1, 19]
gen=3	fitness=624.804678501531	tour=[0, 17, 11, 3, 18, 14, 20, 5, 8, 2, 7, 12, 15, 24, 4, 10, 21, 23, 6, 22, 16, 13, 9, 1, 19]
gen=4	fitness=600.143601933142	tour=[0, 17, 11, 3, 18, 4, 20, 22, 13, 19, 9, 1, 16, 5, 6, 23, 21, 10, 14, 24, 15, 12, 7, 2, 8]
gen=5	fitness=515.661483900975	tour=[0, 17, 11, 3, 23, 6, 18, 14, 5, 16, 1, 9, 19, 13, 22, 21, 20, 10, 4, 24, 15, 12, 7, 2, 8]
gen=6	fitness=507.649678447364	tour=[0, 17, 11, 3, 23, 6, 18, 4, 21, 16, 1, 9, 19, 13, 22, 5, 20, 10, 14, 24, 15, 12, 7, 2, 8]
gen=7	fitness=504.309592529111	tour=[0, 17, 11, 3, 23, 6, 10, 4, 21, 13, 9, 1, 19, 16, 22, 5, 20, 18, 14, 24, 15, 12, 7, 2, 8]
gen=8	fitness=496.575114595498	tour=[0, 17, 11, 3, 23, 6, 4, 10, 22, 13, 9, 1, 19, 16, 21, 20, 5, 18, 14, 24, 15, 12, 7, 2, 8]
gen=9	fitness=471.579255344186	tour=[0, 17, 11, 3, 23, 6, 21, 20, 22, 13, 9, 1, 19, 16, 5, 10, 4, 18, 14, 24, 15, 12, 7, 2, 8]
gen=10	fitness=471.579255344186	tour=[0, 17, 11, 3, 23, 6, 21, 20, 22, 13, 9, 1, 19, 16, 5, 10, 4, 18, 14, 24, 15, 12, 7, 2, 8]
gen=11	fitness=471.579255344186	tour=[0, 17, 11, 3, 23, 6, 21, 20, 22, 13, 9, 1, 19, 16, 5, 10, 4, 18, 14, 24, 15, 12, 7, 2, 8]
gen=12	fitness=471.579255344186	tour=[0, 17, 11, 3, 23, 6, 21, 20, 22, 13, 9, 1, 19, 16, 5, 10, 4, 18, 14, 24, 15, 12, 7, 2, 8]
gen=13	fitness=471.579255344186	tour=[0, 17, 11, 3, 23, 6, 21, 20, 22, 13, 9, 1, 19, 16, 5, 10, 4, 18, 14, 24, 15, 12, 7, 2, 8]
gen=14	fitness=471.579255344186	tour=[0, 17, 11, 3, 23, 6, 21, 20, 22, 13, 9, 1, 19, 16, 5, 10, 4, 18, 14, 24, 15, 12, 7, 2, 8]
gen=15	fitness=471.579255344186	tour=[0, 17, 11, 3, 23, 6, 21, 20, 22, 13, 9, 1, 19, 16, 5, 10, 4, 18, 14, 24, 15, 12, 7, 2, 8]
gen=16	fitness=471.579255344186	tour=[0, 17, 11, 3, 23, 6, 21, 20, 22, 13, 9, 1, 19, 16, 5, 10, 4, 18, 14, 24, 15, 12, 7, 2, 8]
gen=17	fitness=471.579255344186	tour=[0, 17, 11, 3, 23, 6, 21, 20, 22, 13, 9, 1, 19, 16, 5, 10, 4, 18, 14, 24, 15, 12, 7, 2, 8]
gen=18	fitness=471.579255344186	tour=[0, 17, 11, 3, 23, 6, 21, 20, 22, 13, 9, 1, 19, 16, 5, 10, 4, 18, 14, 24, 15, 12, 7, 2, 8]
gen=19	fitness=463.980757849189	tour=[0, 17, 21, 22, 16, 7, 2, 8, 13, 12, 9, 1, 19, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=20	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=21	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=22	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=23	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=24	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=25	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=26	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=27	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=28	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=29	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=30	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=31	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=32	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=33	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=34	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=35	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=36	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=37	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=38	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
gen=39	fitness=428.927097880717	tour=[0, 17, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 20, 5, 6, 23, 3, 11]
