seed=25
gen=0	fitness=910.608173764640	tour=[0, 2, 16, 15, 10, 22, 5, 3, 1, 21, 4, 14, 24, 18, 13, 19, 12, 9, 11, 17, 23, 6, 20, 7, 8]
gen=1	fitness=687.223780639408	tour=[0, 11, 6, 21, 13, 12, 9, 20, 5, 10, 4, 14, 24, 18, 15, 19, 1, 22, 17, 3, 23, 16, 2, 7, 8]
gen=2	fitness=637.075549462195	tour=[0, 23, 6, 21, 12, 9, 1, 19, 16, 10, 4, 14, 24, 18, 15, 22, 13, 5, 17, 3, 11, 20, 7, 2, 8]
gen=3	fitness=594.153897408088	tour=[0, 23, 6, 21, 12, 9, 1, 19, 13, 10, 4, 14, 18, 24, 15, 22, 16, 5, 17, 3, 11, 20, 7, 2, 8]
gen=4	fitness=535.841965562416	tour=[0, 23, 6, 21, 10, 13, 19, 1, 9, 12, 15, 24, 18, 14, 4, 22, 20, 5, 11, 3, 17, 16, 7, 2, 8]
gen=5	fitness=532.226482118970	tour=[0, 23, 6, 21, 10, 13, 19, 1, 9, 12, 15, 24, 14, 18, 4, 22, 20, 5, 17, 3, 11, 16, 7, 2, 8]
gen=6	fitness=500.415517327026	tour=[0, 5, 20, 22, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 10, 21, 6, 23, 17, 3, 11, 16, 7, 2, 8]
gen=7	fitness=485.356655217947	tour=[0, 5, 20, 22, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 10, 21, 8, 2, 7, 16, 11, 3, 17, 23, 6]
gen=8	fitness=444.697770333312	tour=[0, 5, 20, 21, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 16, 7, 8, 2, 22, 10, 6, 11, 3, 23, 17]
gen=9	fitness=426.303199401574	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 16, 7, 8, 2, 22, 21, 6, 23, 3, 11, 17]
gen=10	fitness=425.652356406734	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 16, 2, 8, 7, 22, 21, 6, 23, 3, 11, 17]
gen=11	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=12	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=13	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=14	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=15	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=16	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=17	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=18	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=19	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=20	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=21	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=22	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=23	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=24	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=25	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=26	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=27	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=28	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=29	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=30	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=31	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=32	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=33	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=34	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=35	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=36	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=37	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=38	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=39	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=40	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=41	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=42	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=43	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=44	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=45	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=46	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=47	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=48	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=49	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
gen=50	fitness=415.988807987064	tour=[0, 5, 20, 10, 4, 18, 14, 24, 15, 12, 9, 1, 19, 13, 7, 8, 2, 16, 22, 21, 6, 23, 3, 11, 17]
