seed=25
gen=0	fitness=949.271754311609	tour=[3, 11, 17, 20, 23, 21, 12, 1, 15, 22, 24, 10, 4, 13, 18, 16, 5, 14, 19, 2, 8, 7, 9, 6, 0]
gen=1	fitness=885.021897550121	tour=[3, 11, 17, 0, 21, 14, 18, 4, 12, 19, 24, 9, 22, 15, 20, 6, 2, 1, 13, 8, 10, 7, 16, 5, 23]
gen=2	fitness=848.435507203730	tour=[21, 5, 17, 0, 3, 14, 18, 4, 24, 9, 15, 11, 6, 22, 16, 8, 19, 1, 2, 7, 12, 13, 20, 23, 10]
gen=3	fitness=800.775125517528	tour=[23, 5, 17, 0, 3, 14, 18, 4, 24, 9, 15, 22, 10, 20, 21, 16, 2, 7, 19, 13, 1, 12, 8, 6, 11]
gen=4	fitness=800.775125517528	tour=[23, 5, 17, 0, 3, 14, 18, 4, 24, 9, 15, 22, 10, 20, 21, 16, 2, 7, 19, 13, 1, 12, 8, 6, 11]
gen=5	fitness=800.775125517528	tour=[23, 5, 17, 0, 3, 14, 18, 4, 24, 9, 15, 22, 10, 20, 21, 16, 2, 7, 19, 13, 1, 12, 8, 6, 11]
gen=6	fitness=800.775125517528	tour=[23, 5, 17, 0, 3, 14, 18, 4, 24, 9, 15, 22, 10, 20, 21, 16, 2, 7, 19, 13, 1, 12, 8, 6, 11]
gen=7	fitness=733.693044373469	tour=[23, 11, 17, 0, 3, 14, 18, 4, 24, 12, 15, 1, 7, 2, 10, 6, 16, 8, 19, 9, 5, 20, 22, 21, 13]
gen=8	fitness=733.693044373469	tour=[23, 11, 17, 0, 3, 14, 18, 4, 24, 12, 15, 1, 7, 2, 10, 6, 16, 8, 19, 9, 5, 20, 22, 21, 13]
gen=9	fitness=709.509054506965	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 22, 10, 16, 21, 23, 6, 5, 2, 13, 7]
gen=10	fitness=709.509054506965	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 22, 10, 16, 21, 23, 6, 5, 2, 13, 7]
gen=11	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=12	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=13	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=14	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=15	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=16	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=17	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=18	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=19	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=20	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=21	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=22	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=23	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=24	fitness=602.451075388571	tour=[23, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 13, 22, 16, 10, 21, 19, 2, 8, 7, 5, 6, 3]
gen=25	fitness=586.448607562330	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 7, 10, 21, 5, 22, 2, 13, 16, 6, 23]
gen=26	fitness=586.448607562330	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 7, 10, 21, 5, 22, 2, 13, 16, 6, 23]
gen=27	fitness=565.804843881210	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 7, 16, 21, 2, 13, 22, 5, 10, 6, 23]
gen=28	fitness=565.804843881210	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 7, 16, 21, 2, 13, 22, 5, 10, 6, 23]
gen=29	fitness=565.804843881210	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 7, 16, 21, 2, 13, 22, 5, 10, 6, 23]
gen=30	fitness=565.804843881210	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 7, 16, 21, 2, 13, 22, 5, 10, 6, 23]
gen=31	fitness=565.804843881210	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 7, 16, 21, 2, 13, 22, 5, 10, 6, 23]
gen=32	fitness=565.804843881210	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 7, 16, 21, 2, 13, 22, 5, 10, 6, 23]
gen=33	fitness=565.804843881210	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 7, 16, 21, 2, 13, 22, 5, 10, 6, 23]
gen=34	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=35	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=36	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=37	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=38	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=39	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=40	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=41	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=42	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=43	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=44	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=45	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=46	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=47	fitness=549.434270004252	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 5, 10, 6, 23]
gen=48	fitness=547.585784973940	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 10, 5, 6, 23]
gen=49	fitness=547.585784973940	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 10, 5, 6, 23]
gen=50	fitness=547.585784973940	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 10, 5, 6, 23]
gen=51	fitness=547.585784973940	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 10, 5, 6, 23]
gen=52	fitness=547.585784973940	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 10, 5, 6, 23]
gen=53	fitness=547.585784973940	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 16, 22, 13, 2, 7, 21, 10, 5, 6, 23]
gen=54	fitness=544.488809789270	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 2, 7, 13, 22, 16, 21, 5, 6, 10, 23]
gen=55	fitness=544.488809789270	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 2, 7, 13, 22, 16, 21, 5, 6, 10, 23]
gen=56	fitness=500.148527825607	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 2, 7, 13, 16, 21, 22, 10, 5, 6, 23]
gen=57	fitness=492.486130180598	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 2, 7, 13, 22, 16, 5, 21, 10, 6, 23]
gen=58	fitness=491.340649122802	tour=[11, 3, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 2, 7, 13, 16, 22, 21, 10, 5, 6, 23]
gen=59	fitness=491.340649122802	tour=[11, 3, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 2, 7, 13, 16, 22, 21, 10, 5, 6, 23]
gen=60	fitness=487.302622376091	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 2, 7, 13, 16, 22, 21, 10, 5, 6, 23]
gen=61	fitness=487.302622376091	tour=[3, 11, 17, 0, 20, 14, 18, 4, 24, 12, 15, 1, 9, 19, 8, 2, 7, 13, 16, 22, 21, 10, 5, 6, 23]
