seed=33
gen=0	fitness=910.006681739632	tour=[24, 15, 18, 4, 14, 9, 22, 0, 11, 6, 7, 8, 2, 1, 13, 20, 23, 16, 21, 10, 12, 19, 17, 3, 5]
gen=1	fitness=762.172789858358	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 9, 12, 1, 19, 13, 7, 8, 14]
gen=2	fitness=762.172789858358	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 9, 12, 1, 19, 13, 7, 8, 14]
gen=3	fitness=762.172789858358	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 9, 12, 1, 19, 13, 7, 8, 14]
gen=4	fitness=762.172789858358	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 9, 12, 1, 19, 13, 7, 8, 14]
gen=5	fitness=762.172789858358	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 9, 12, 1, 19, 13, 7, 8, 14]
gen=6	fitness=721.791284600527	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 8, 7, 13, 12, 9, 19, 1, 14]
gen=7	fitness=704.434449729041	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 8, 7, 13, 1, 9, 19, 12, 14]
gen=8	fitness=704.434449729041	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 8, 7, 13, 1, 9, 19, 12, 14]
gen=9	fitness=703.838287702391	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 8, 7, 13, 9, 1, 19, 12, 14]
gen=10	fitness=703.838287702391	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 8, 7, 13, 9, 1, 19, 12, 14]
gen=11	fitness=699.348179125266	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 8, 7, 13, 19, 1, 9, 12, 14]
gen=12	fitness=699.348179125266	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 21, 10, 5, 2, 0, 3, 16, 22, 8, 7, 13, 19, 1, 9, 12, 14]
gen=13	fitness=696.027278014321	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 10, 21, 5, 2, 0, 3, 16, 22, 8, 7, 13, 9, 1, 19, 12, 14]
gen=14	fitness=691.537169437197	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 10, 21, 5, 2, 0, 3, 16, 22, 8, 7, 13, 19, 1, 9, 12, 14]
gen=15	fitness=691.537169437197	tour=[24, 15, 18, 4, 6, 20, 17, 11, 23, 10, 21, 5, 2, 0, 3, 16, 22, 8, 7, 13, 19, 1, 9, 12, 14]
gen=16	fitness=643.868724178318	tour=[24, 15, 18, 4, 10, 20, 17, 11, 23, 6, 21, 5, 8, 2, 7, 16, 22, 0, 3, 14, 13, 19, 9, 1, 12]
gen=17	fitness=642.863232517019	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 20, 21, 5, 2, 0, 3, 16, 22, 8, 7, 13, 19, 1, 9, 12, 14]
gen=18	fitness=642.863232517019	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 20, 21, 5, 2, 0, 3, 16, 22, 8, 7, 13, 19, 1, 9, 12, 14]
gen=19	fitness=642.863232517019	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 20, 21, 5, 2, 0, 3, 16, 22, 8, 7, 13, 19, 1, 9, 12, 14]
gen=20	fitness=634.110492427381	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 20, 21, 5, 2, 0, 3, 22, 16, 8, 7, 13, 19, 1, 9, 12, 14]
gen=21	fitness=634.110492427381	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 20, 21, 5, 2, 0, 3, 22, 16, 8, 7, 13, 19, 1, 9, 12, 14]
gen=22	fitness=614.551618184606	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 3, 21, 5, 2, 0, 20, 22, 16, 8, 7, 1, 9, 19, 12, 13, 14]
gen=23	fitness=602.354988617244	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 3, 21, 20, 2, 0, 5, 22, 16, 8, 7, 13, 19, 1, 9, 12, 14]
gen=24	fitness=602.354988617244	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 3, 21, 20, 2, 0, 5, 22, 16, 8, 7, 13, 19, 1, 9, 12, 14]
gen=25	fitness=602.354988617244	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 3, 21, 20, 2, 0, 5, 22, 16, 8, 7, 13, 19, 1, 9, 12, 14]
gen=26	fitness=602.354988617244	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 3, 21, 20, 2, 0, 5, 22, 16, 8, 7, 13, 19, 1, 9, 12, 14]
gen=27	fitness=602.354988617244	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 3, 21, 20, 2, 0, 5, 22, 16, 8, 7, 13, 19, 1, 9, 12, 14]
gen=28	fitness=594.170931912490	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 3, 5, 20, 2, 0, 21, 22, 16, 8, 7, 13, 19, 1, 9, 12, 14]
gen=29	fitness=594.170931912490	tour=[24, 15, 18, 4, 10, 6, 17, 11, 23, 3, 5, 20, 2, 0, 21, 22, 16, 8, 7, 13, 19, 1, 9, 12, 14]
