seed=27
gen=0	fitness=917.171091651566	tour=[0, 11, 22, 5, 10, 14, 15, 13, 21, 6, 17, 23, 20, 9, 19, 7, 2, 16, 12, 18, 4, 1, 24, 8, 3]
gen=1	fitness=868.087443517603	tour=[0, 11, 22, 5, 10, 14, 15, 13, 21, 18, 6, 17, 23, 3, 8, 1, 9, 19, 16, 4, 7, 2, 24, 12, 20]
gen=2	fitness=868.087443517603	tour=[0, 11, 22, 5, 10, 14, 15, 13, 21, 18, 6, 17, 23, 3, 8, 1, 9, 19, 16, 4, 7, 2, 24, 12, 20]
gen=3	fitness=851.335447729479	tour=[0, 11, 5, 22, 10, 12, 15, 13, 21, 18, 6, 17, 23, 3, 8, 7, 1, 19, 24, 9, 20, 14, 4, 16, 2]
gen=4	fitness=713.531942644478	tour=[8, 7, 22, 5, 10, 14, 15, 13, 21, 18, 6, 17, 23, 3, 11, 0, 20, 12, 19, 16, 24, 4, 1, 9, 2]
gen=5	fitness=708.800568149415	tour=[8, 7, 22, 5, 10, 14, 15, 13, 21, 18, 6, 17, 23, 3, 0, 11, 20, 4, 24, 19, 9, 1, 12, 2, 16]
gen=6	fitness=708.800568149415	tour=[8, 7, 22, 5, 10, 14, 15, 13, 21, 18, 6, 17, 23, 3, 0, 11, 20, 4, 24, 19, 9, 1, 12, 2, 16]
gen=7	fitness=708.800568149415	tour=[8, 7, 22, 5, 10, 14, 15, 13, 21, 18, 6, 17, 23, 3, 0, 11, 20, 4, 24, 19, 9, 1, 12, 2, 16]
gen=8	fitness=708.800568149415	tour=[8, 7, 22, 5, 10, 14, 15, 13, 21, 18, 6, 17, 23, 3, 0, 11, 20, 4, 24, 19, 9, 1, 12, 2, 16]
gen=9	fitness=708.800568149415	tour=[8, 7, 22, 5, 10, 14, 15, 13, 21, 18, 6, 17, 23, 3, 0, 11, 20, 4, 24, 19, 9, 1, 12, 2, 16]
gen=10	fitness=708.800568149415	tour=[8, 7, 22, 5, 10, 14, 15, 13, 21, 18, 6, 17, 23, 3, 0, 11, 20, 4, 24, 19, 9, 1, 12, 2, 16]
