seed=26
gen=0	fitness=523.402526833248	tour=[0, 20, 21, 13, 17, 15, 11, 12, 1, 4, 14, 19, 24, 23, 6, 7, 10, 18, 22, 3, 8, 16, 9, 2, 5]
gen=1	fitness=388.437668466108	tour=[0, 20, 15, 10, 17, 21, 16, 12, 9, 8, 14, 19, 24, 23, 18, 22, 13, 6, 11, 3, 4, 2, 7, 5, 1]
gen=2	fitness=321.934853067379	tour=[0, 10, 15, 20, 16, 21, 17, 12, 8, 9, 14, 19, 24, 23, 18, 22, 11, 5, 2, 3, 4, 13, 7, 6, 1]
gen=3	fitness=315.432037668651	tour=[0, 10, 15, 20, 16, 21, 17, 12, 8, 9, 14, 19, 24, 23, 18, 22, 11, 1, 2, 3, 4, 13, 7, 6, 5]
gen=4	fitness=300.644951022460	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 9, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 13, 7, 6, 5]
gen=5	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=6	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=7	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=8	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=9	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=10	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=11	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=12	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=13	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=14	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=15	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=16	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=17	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=18	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=19	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=20	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=21	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=22	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
gen=23	fitness=294.142135623731	tour=[0, 10, 15, 20, 21, 22, 17, 12, 8, 13, 14, 19, 24, 23, 18, 16, 11, 1, 2, 3, 4, 9, 7, 6, 5]
