seed=100
gen=0	fitness=5496.465316021900	tour=[57, 76, 27, 11, 17, 34, 83, 89, 19, 31, 62, 2, 5, 85, 53, 79, 4, 73, 69, 41, 16, 66, 7, 46, 13, 65, 88, 43, 70, 71, 72, 60, 30, 63, 56, 84, 21, 37, 75, 32, 45, 94, 61, 3, 67, 78, 8, 74, 40, 28, 95, 80, 1, 91, 12, 86, 36, 54, 49, 9, 25, 38, 0, 23, 87, 20, 48, 35, 59, 51, 77, 52, 47, 92, 24, 99, 96, 81, 39, 29, 42, 26, 82, 6, 33, 97, 10, 15, 68, 14, 64, 55, 44, 93, 50, 90, 22, 98, 58, 18]
gen=1	fitness=1267.681019208942	tour=[34, 33, 23, 13, 12, 22, 32, 42, 41, 40, 30, 31, 20, 21, 11, 0, 1, 10, 2, 3, 4, 14, 15, 5, 6, 7, 8, 9, 18, 19, 29, 28, 27, 38, 39, 49, 48, 59, 69, 68, 58, 78, 88, 87, 97, 96, 86, 77, 76, 66, 56, 57, 47, 46, 45, 44, 43, 53, 54, 64, 74, 75, 85, 95, 84, 83, 82, 81, 92, 91, 80, 90, 70, 61, 72, 62, 52, 51, 50, 60, 71, 73, 63, 65, 55, 35, 36, 26, 37, 17, 16, 25, 24, 67, 79, 89, 99, 98, 94, 93]
gen=2	fitness=1248.597946992206	tour=[39, 49, 48, 37, 47, 46, 36, 26, 18, 19, 9, 8, 7, 17, 16, 6, 5, 4, 13, 12, 1, 2, 3, 14, 15, 25, 24, 23, 33, 32, 31, 20, 30, 40, 50, 60, 61, 51, 52, 53, 55, 76, 86, 85, 75, 74, 64, 54, 44, 45, 43, 42, 41, 21, 22, 11, 10, 0, 34, 35, 56, 57, 67, 66, 77, 87, 88, 98, 97, 96, 95, 94, 84, 83, 73, 62, 72, 71, 70, 80, 90, 91, 92, 93, 82, 81, 63, 65, 59, 69, 79, 89, 99, 78, 68, 58, 38, 28, 29, 27]
gen=3	fitness=1248.597946992206	tour=[39, 49, 48, 37, 47, 46, 36, 26, 18, 19, 9, 8, 7, 17, 16, 6, 5, 4, 13, 12, 1, 2, 3, 14, 15, 25, 24, 23, 33, 32, 31, 20, 30, 40, 50, 60, 61, 51, 52, 53, 55, 76, 86, 85, 75, 74, 64, 54, 44, 45, 43, 42, 41, 21, 22, 11, 10, 0, 34, 35, 56, 57, 67, 66, 77, 87, 88, 98, 97, 96, 95, 94, 84, 83, 73, 62, 72, 71, 70, 80, 90, 91, 92, 93, 82, 81, 63, 65, 59, 69, 79, 89, 99, 78, 68, 58, 38, 28, 29, 27]
gen=4	fitness=1247.264832205409	tour=[43, 42, 41, 31, 32, 22, 12, 13, 23, 33, 44, 54, 64, 65, 45, 35, 25, 15, 16, 26, 27, 28, 19, 29, 39, 49, 48, 58, 59, 47, 46, 36, 37, 38, 56, 55, 57, 67, 68, 69, 79, 89, 88, 87, 77, 66, 76, 86, 85, 95, 96, 97, 98, 99, 78, 75, 74, 73, 63, 53, 52, 51, 50, 40, 30, 20, 21, 11, 10, 0, 1, 2, 3, 24, 14, 4, 5, 6, 7, 8, 9, 18, 17, 34, 84, 94, 93, 83, 82, 72, 62, 61, 71, 81, 91, 90, 80, 60, 70, 92]
gen=5	fitness=1200.082388094049	tour=[46, 56, 66, 65, 55, 45, 44, 33, 34, 24, 14, 4, 5, 6, 7, 17, 27, 37, 47, 48, 58, 59, 69, 79, 78, 77, 87, 86, 76, 75, 85, 74, 64, 54, 63, 73, 83, 82, 71, 61, 51, 52, 53, 43, 42, 41, 31, 32, 22, 23, 13, 3, 2, 1, 0, 10, 11, 21, 40, 30, 20, 12, 36, 35, 25, 15, 16, 26, 39, 29, 19, 9, 8, 18, 28, 38, 49, 57, 67, 68, 88, 98, 99, 89, 97, 96, 95, 94, 93, 92, 81, 91, 90, 80, 70, 60, 50, 62, 72, 84]
gen=6	fitness=1170.154996497695	tour=[69, 59, 49, 39, 29, 28, 18, 19, 9, 8, 7, 6, 16, 26, 25, 15, 14, 22, 12, 11, 21, 2, 1, 0, 10, 20, 30, 40, 41, 42, 52, 61, 71, 81, 80, 90, 91, 92, 93, 94, 84, 85, 86, 76, 77, 87, 88, 89, 99, 98, 97, 96, 95, 83, 73, 63, 53, 54, 65, 66, 67, 68, 58, 48, 38, 47, 56, 57, 46, 36, 35, 34, 44, 43, 33, 45, 55, 64, 74, 75, 62, 72, 82, 70, 60, 50, 51, 31, 32, 23, 24, 13, 3, 4, 5, 17, 27, 37, 78, 79]
gen=7	fitness=1170.154996497695	tour=[69, 59, 49, 39, 29, 28, 18, 19, 9, 8, 7, 6, 16, 26, 25, 15, 14, 22, 12, 11, 21, 2, 1, 0, 10, 20, 30, 40, 41, 42, 52, 61, 71, 81, 80, 90, 91, 92, 93, 94, 84, 85, 86, 76, 77, 87, 88, 89, 99, 98, 97, 96, 95, 83, 73, 63, 53, 54, 65, 66, 67, 68, 58, 48, 38, 47, 56, 57, 46, 36, 35, 34, 44, 43, 33, 45, 55, 64, 74, 75, 62, 72, 82, 70, 60, 50, 51, 31, 32, 23, 24, 13, 3, 4, 5, 17, 27, 37, 78, 79]
gen=8	fitness=1170.154996497695	tour=[69, 59, 49, 39, 29, 28, 18, 19, 9, 8, 7, 6, 16, 26, 25, 15, 14, 22, 12, 11, 21, 2, 1, 0, 10, 20, 30, 40, 41, 42, 52, 61, 71, 81, 80, 90, 91, 92, 93, 94, 84, 85, 86, 76, 77, 87, 88, 89, 99, 98, 97, 96, 95, 83, 73, 63, 53, 54, 65, 66, 67, 68, 58, 48, 38, 47, 56, 57, 46, 36, 35, 34, 44, 43, 33, 45, 55, 64, 74, 75, 62, 72, 82, 70, 60, 50, 51, 31, 32, 23, 24, 13, 3, 4, 5, 17, 27, 37, 78, 79]
gen=9	fitness=1169.349766949137	tour=[76, 75, 74, 73, 72, 82, 83, 84, 85, 95, 96, 97, 98, 99, 89, 88, 78, 77, 87, 86, 66, 67, 68, 69, 79, 49, 59, 58, 57, 56, 46, 36, 26, 27, 28, 18, 17, 7, 8, 9, 19, 29, 39, 38, 48, 47, 37, 6, 5, 15, 25, 35, 45, 44, 34, 33, 43, 53, 54, 55, 65, 64, 63, 62, 52, 51, 41, 42, 32, 22, 21, 20, 10, 0, 1, 11, 12, 2, 3, 4, 14, 24, 23, 13, 16, 40, 30, 31, 50, 60, 61, 71, 81, 80, 70, 90, 91, 92, 93, 94]
gen=10	fitness=1165.091583933206	tour=[11, 12, 22, 23, 24, 14, 4, 5, 6, 7, 8, 9, 19, 29, 28, 18, 17, 27, 37, 36, 35, 45, 44, 34, 33, 32, 42, 52, 51, 50, 60, 70, 80, 90, 91, 92, 93, 94, 95, 85, 86, 96, 97, 98, 99, 89, 79, 78, 77, 87, 88, 76, 66, 56, 55, 54, 53, 63, 64, 65, 75, 74, 84, 83, 73, 82, 81, 72, 71, 61, 62, 43, 30, 20, 21, 31, 41, 40, 10, 0, 1, 2, 3, 13, 15, 16, 26, 25, 46, 47, 48, 38, 39, 49, 59, 69, 68, 58, 57, 67]
gen=11	fitness=1161.815142951652	tour=[93, 92, 91, 81, 71, 72, 73, 63, 64, 65, 55, 54, 53, 43, 44, 45, 46, 36, 37, 27, 26, 16, 6, 5, 4, 3, 2, 1, 0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 82, 83, 84, 74, 75, 76, 66, 67, 57, 56, 35, 25, 24, 23, 22, 32, 42, 41, 31, 21, 11, 12, 13, 14, 15, 7, 8, 9, 19, 18, 28, 38, 39, 49, 78, 79, 89, 99, 98, 97, 96, 95, 94, 85, 86, 87, 88, 77, 68, 69, 59, 58, 48, 47, 29, 17, 34, 33, 52, 51, 61, 62]
gen=12	fitness=1141.024662193525	tour=[27, 26, 25, 24, 14, 15, 16, 17, 18, 19, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0, 10, 20, 30, 40, 50, 60, 61, 62, 52, 42, 43, 33, 34, 35, 45, 44, 54, 64, 63, 53, 74, 75, 85, 95, 96, 97, 98, 99, 89, 79, 69, 68, 78, 88, 87, 86, 76, 77, 67, 66, 65, 55, 56, 46, 47, 48, 58, 59, 49, 39, 29, 28, 38, 37, 36, 83, 82, 81, 71, 70, 80, 90, 91, 92, 93, 94, 84, 73, 72, 51, 41, 31, 21, 11, 12, 13, 23, 22, 32, 57]
