seed=100
gen=0	fitness=4314.828761964668	tour=[0, 83, 93, 94, 20, 4, 80, 40, 28, 53, 14, 10, 26, 6, 42, 91, 85, 87, 35, 31, 32, 75, 98, 71, 64, 19, 36, 95, 47, 56, 46, 74, 50, 63, 79, 39, 38, 27, 25, 69, 55, 66, 22, 81, 84, 18, 1, 30, 43, 7, 2, 57, 68, 82, 96, 48, 78, 77, 41, 90, 92, 60, 72, 61, 15, 67, 21, 99, 34, 89, 73, 97, 62, 70, 76, 37, 65, 58, 13, 24, 3, 12, 44, 45, 17, 33, 16, 5, 54, 51, 88, 49, 59, 86, 9, 29, 8, 23, 52, 11]
gen=1	fitness=1309.398347240529	tour=[74, 64, 55, 56, 47, 57, 58, 68, 67, 77, 78, 88, 89, 99, 98, 97, 96, 86, 76, 75, 85, 94, 84, 83, 93, 92, 82, 81, 90, 80, 70, 71, 61, 50, 40, 41, 31, 30, 20, 10, 0, 1, 2, 12, 11, 13, 14, 3, 4, 5, 15, 16, 6, 17, 27, 26, 36, 25, 35, 46, 37, 38, 48, 49, 59, 79, 69, 65, 66, 54, 44, 43, 33, 32, 42, 53, 63, 62, 72, 73, 91, 60, 52, 51, 21, 22, 23, 24, 34, 45, 39, 29, 18, 8, 7, 9, 19, 28, 87, 95]
gen=2	fitness=1225.044713002568	tour=[37, 38, 48, 58, 88, 78, 79, 89, 99, 98, 87, 86, 76, 75, 65, 66, 56, 57, 67, 68, 77, 97, 96, 95, 85, 94, 84, 74, 64, 73, 83, 93, 92, 82, 72, 62, 52, 51, 41, 42, 31, 21, 22, 12, 11, 0, 10, 20, 30, 40, 60, 50, 61, 70, 80, 90, 91, 81, 71, 63, 53, 43, 33, 34, 23, 13, 14, 4, 15, 25, 26, 17, 7, 8, 9, 19, 18, 28, 29, 39, 49, 59, 69, 47, 46, 45, 55, 54, 44, 35, 36, 27, 16, 5, 6, 24, 3, 2, 1, 32]
gen=3	fitness=1225.044713002568	tour=[37, 38, 48, 58, 88, 78, 79, 89, 99, 98, 87, 86, 76, 75, 65, 66, 56, 57, 67, 68, 77, 97, 96, 95, 85, 94, 84, 74, 64, 73, 83, 93, 92, 82, 72, 62, 52, 51, 41, 42, 31, 21, 22, 12, 11, 0, 10, 20, 30, 40, 60, 50, 61, 70, 80, 90, 91, 81, 71, 63, 53, 43, 33, 34, 23, 13, 14, 4, 15, 25, 26, 17, 7, 8, 9, 19, 18, 28, 29, 39, 49, 59, 69, 47, 46, 45, 55, 54, 44, 35, 36, 27, 16, 5, 6, 24, 3, 2, 1, 32]
gen=4	fitness=1225.044713002568	tour=[37, 38, 48, 58, 88, 78, 79, 89, 99, 98, 87, 86, 76, 75, 65, 66, 56, 57, 67, 68, 77, 97, 96, 95, 85, 94, 84, 74, 64, 73, 83, 93, 92, 82, 72, 62, 52, 51, 41, 42, 31, 21, 22, 12, 11, 0, 10, 20, 30, 40, 60, 50, 61, 70, 80, 90, 91, 81, 71, 63, 53, 43, 33, 34, 23, 13, 14, 4, 15, 25, 26, 17, 7, 8, 9, 19, 18, 28, 29, 39, 49, 59, 69, 47, 46, 45, 55, 54, 44, 35, 36, 27, 16, 5, 6, 24, 3, 2, 1, 32]
gen=5	fitness=1225.044713002568	tour=[37, 38, 48, 58, 88, 78, 79, 89, 99, 98, 87, 86, 76, 75, 65, 66, 56, 57, 67, 68, 77, 97, 96, 95, 85, 94, 84, 74, 64, 73, 83, 93, 92, 82, 72, 62, 52, 51, 41, 42, 31, 21, 22, 12, 11, 0, 10, 20, 30, 40, 60, 50, 61, 70, 80, 90, 91, 81, 71, 63, 53, 43, 33, 34, 23, 13, 14, 4, 15, 25, 26, 17, 7, 8, 9, 19, 18, 28, 29, 39, 49, 59, 69, 47, 46, 45, 55, 54, 44, 35, 36, 27, 16, 5, 6, 24, 3, 2, 1, 32]
gen=6	fitness=1192.462071106297	tour=[57, 67, 77, 86, 85, 84, 94, 95, 96, 97, 98, 99, 89, 79, 69, 59, 58, 68, 78, 88, 87, 66, 76, 75, 65, 64, 54, 53, 52, 62, 72, 71, 61, 51, 41, 42, 43, 33, 34, 44, 45, 55, 63, 74, 73, 83, 82, 92, 93, 91, 81, 90, 80, 70, 60, 50, 40, 31, 30, 20, 21, 22, 23, 24, 14, 13, 3, 4, 5, 6, 7, 17, 18, 8, 9, 19, 29, 28, 38, 48, 49, 39, 16, 15, 25, 35, 36, 26, 27, 37, 46, 47, 56, 32, 12, 2, 1, 0, 10, 11]
gen=7	fitness=1184.241549822845	tour=[26, 27, 37, 46, 45, 35, 34, 33, 32, 42, 43, 53, 52, 62, 72, 82, 71, 61, 51, 41, 31, 30, 20, 10, 11, 1, 0, 2, 12, 13, 3, 4, 14, 22, 23, 24, 25, 15, 16, 6, 5, 7, 17, 18, 28, 29, 19, 8, 9, 38, 39, 49, 59, 69, 68, 67, 57, 58, 48, 47, 56, 66, 65, 55, 54, 64, 63, 73, 74, 85, 75, 84, 94, 95, 96, 97, 78, 77, 88, 98, 99, 89, 79, 87, 86, 76, 83, 93, 92, 91, 90, 80, 81, 70, 60, 50, 40, 21, 44, 36]
gen=8	fitness=1170.199247657420	tour=[33, 34, 35, 36, 46, 45, 55, 54, 53, 64, 65, 75, 74, 73, 72, 82, 83, 84, 94, 93, 92, 91, 90, 80, 70, 71, 81, 51, 52, 62, 63, 44, 43, 42, 41, 40, 50, 60, 61, 22, 32, 31, 30, 20, 21, 11, 1, 0, 10, 12, 13, 14, 24, 23, 25, 15, 5, 6, 7, 17, 18, 8, 9, 19, 29, 28, 38, 39, 49, 48, 47, 57, 56, 66, 76, 86, 87, 77, 78, 79, 89, 99, 98, 88, 97, 96, 95, 85, 67, 68, 58, 59, 69, 37, 27, 26, 16, 4, 3, 2]
gen=9	fitness=1159.165839779614	tour=[65, 64, 54, 44, 34, 35, 36, 26, 25, 24, 23, 22, 32, 31, 21, 20, 30, 40, 50, 60, 70, 71, 61, 51, 41, 42, 43, 33, 53, 52, 62, 72, 73, 63, 74, 84, 85, 75, 76, 77, 87, 97, 96, 86, 95, 94, 93, 92, 91, 90, 80, 81, 82, 83, 66, 55, 45, 46, 47, 57, 56, 67, 68, 69, 79, 89, 88, 98, 99, 78, 58, 59, 49, 39, 29, 28, 38, 37, 27, 17, 16, 6, 5, 4, 14, 13, 3, 12, 11, 10, 0, 1, 2, 15, 7, 8, 9, 19, 18, 48]
gen=10	fitness=1148.914833861753	tour=[81, 71, 72, 62, 61, 51, 52, 53, 63, 64, 55, 54, 45, 35, 36, 37, 38, 39, 49, 59, 58, 57, 47, 46, 56, 66, 76, 86, 85, 75, 74, 73, 83, 84, 94, 95, 96, 97, 98, 99, 89, 79, 69, 68, 78, 88, 87, 77, 67, 48, 33, 32, 42, 43, 44, 34, 24, 14, 4, 5, 15, 16, 6, 7, 8, 9, 19, 29, 28, 18, 17, 27, 26, 25, 23, 13, 3, 2, 1, 0, 10, 20, 30, 31, 21, 11, 12, 22, 41, 40, 50, 60, 70, 80, 90, 91, 92, 82, 93, 65]
