seed=100
gen=0	fitness=5028.802385103148	tour=[57, 76, 27, 11, 17, 34, 83, 89, 19, 31, 62, 2, 5, 85, 53, 79, 4, 73, 69, 41, 16, 66, 7, 46, 13, 65, 88, 43, 70, 71, 72, 60, 30, 63, 56, 84, 21, 37, 75, 32, 45, 94, 61, 3, 67, 78, 8, 74, 40, 28, 95, 80, 1, 91, 12, 86, 36, 54, 49, 9, 25, 38, 0, 23, 87, 20, 48, 35, 59, 51, 77, 52, 47, 92, 24, 99, 96, 81, 39, 29, 42, 26, 82, 6, 33, 97, 10, 15, 68, 14, 64, 55, 44, 93, 50, 90, 22, 98, 58, 18]
gen=1	fitness=1013.765275891963	tour=[12, 10, 61, 21, 28, 30, 71, 34, 90, 31, 1, 3, 40, 97, 23, 16, 79, 47, 2, 99, 26, 45, 64, 6, 18, 20, 96, 50, 13, 14, 53, 36, 63, 29, 58, 88, 83, 25, 56, 62, 81, 57, 86, 33, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 82, 17, 98, 74, 11, 54, 5, 77, 49, 35, 7, 76, 87, 66, 60, 43, 48, 27, 73, 19, 55, 89, 84, 70, 39, 22, 46, 32, 72, 24, 67]
gen=2	fitness=1013.765275891963	tour=[12, 10, 61, 21, 28, 30, 71, 34, 90, 31, 1, 3, 40, 97, 23, 16, 79, 47, 2, 99, 26, 45, 64, 6, 18, 20, 96, 50, 13, 14, 53, 36, 63, 29, 58, 88, 83, 25, 56, 62, 81, 57, 86, 33, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 82, 17, 98, 74, 11, 54, 5, 77, 49, 35, 7, 76, 87, 66, 60, 43, 48, 27, 73, 19, 55, 89, 84, 70, 39, 22, 46, 32, 72, 24, 67]
gen=3	fitness=1001.826689089312	tour=[19, 73, 27, 43, 48, 22, 39, 84, 70, 46, 40, 97, 16, 3, 23, 2, 99, 47, 79, 32, 89, 55, 95, 37, 75, 94, 85, 0, 80, 44, 9, 38, 59, 8, 93, 52, 42, 51, 65, 62, 81, 57, 29, 88, 58, 83, 25, 56, 24, 72, 76, 7, 87, 66, 11, 74, 98, 77, 82, 17, 49, 35, 78, 54, 5, 15, 4, 69, 91, 68, 41, 92, 33, 86, 14, 53, 63, 36, 13, 20, 50, 96, 18, 6, 64, 45, 26, 67, 28, 30, 71, 31, 34, 90, 10, 61, 21, 12, 60, 1]
gen=4	fitness=984.862396539410	tour=[11, 74, 98, 77, 82, 17, 49, 35, 94, 95, 37, 75, 85, 24, 72, 19, 55, 89, 9, 38, 51, 65, 8, 59, 42, 52, 91, 93, 68, 41, 92, 57, 81, 62, 56, 25, 83, 58, 88, 29, 63, 36, 53, 14, 33, 86, 13, 20, 96, 50, 18, 6, 45, 64, 26, 99, 2, 23, 3, 16, 97, 40, 46, 84, 39, 70, 48, 43, 27, 73, 87, 66, 60, 12, 21, 61, 10, 90, 34, 31, 1, 22, 30, 28, 71, 67, 47, 79, 32, 44, 80, 0, 4, 15, 69, 78, 5, 54, 7, 76]
gen=5	fitness=972.765421455245	tour=[64, 6, 45, 26, 18, 20, 96, 50, 13, 63, 88, 58, 25, 56, 62, 81, 57, 33, 86, 53, 14, 36, 29, 83, 99, 2, 47, 79, 23, 3, 97, 40, 16, 46, 39, 84, 70, 22, 48, 43, 73, 27, 76, 7, 87, 66, 11, 98, 74, 77, 82, 49, 35, 17, 54, 5, 78, 37, 75, 94, 85, 95, 4, 15, 69, 42, 59, 51, 38, 9, 80, 44, 0, 8, 93, 52, 91, 68, 41, 92, 65, 89, 55, 72, 24, 19, 32, 31, 1, 71, 30, 28, 90, 34, 10, 61, 21, 12, 60, 67]
gen=6	fitness=934.957676332204	tour=[60, 66, 87, 76, 7, 72, 19, 73, 27, 43, 48, 22, 39, 84, 70, 46, 97, 40, 16, 3, 23, 79, 47, 2, 99, 18, 96, 20, 50, 13, 63, 29, 58, 88, 83, 25, 56, 57, 81, 62, 65, 38, 9, 80, 44, 0, 4, 15, 69, 42, 59, 51, 8, 93, 52, 91, 68, 41, 92, 14, 53, 36, 33, 86, 26, 45, 6, 64, 67, 28, 30, 71, 1, 31, 90, 34, 12, 21, 61, 10, 54, 5, 11, 74, 98, 77, 82, 17, 49, 35, 85, 95, 94, 37, 75, 78, 24, 55, 89, 32]
gen=7	fitness=928.662737237159	tour=[28, 30, 71, 1, 31, 90, 34, 10, 61, 21, 12, 60, 66, 87, 76, 7, 72, 19, 73, 27, 43, 48, 22, 39, 84, 70, 46, 97, 40, 16, 3, 23, 79, 47, 2, 99, 26, 45, 64, 6, 18, 20, 96, 50, 13, 63, 29, 58, 88, 83, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 8, 51, 38, 9, 80, 44, 0, 4, 15, 69, 65, 89, 55, 32, 35, 49, 82, 17, 77, 98, 74, 11, 54, 5, 78, 75, 37, 94, 95, 85, 24, 14, 53, 33, 86, 36, 67]
gen=8	fitness=914.240009585264	tour=[69, 51, 59, 42, 52, 91, 93, 68, 41, 92, 57, 81, 62, 56, 25, 83, 58, 88, 33, 86, 53, 14, 36, 63, 29, 32, 89, 55, 19, 73, 27, 43, 48, 22, 39, 84, 70, 46, 40, 97, 16, 3, 23, 79, 47, 2, 99, 26, 45, 64, 6, 18, 96, 20, 13, 50, 67, 30, 28, 71, 1, 31, 90, 34, 10, 61, 21, 12, 60, 66, 87, 76, 7, 72, 24, 85, 95, 94, 37, 75, 78, 35, 49, 17, 82, 77, 98, 74, 11, 5, 54, 38, 9, 80, 44, 0, 4, 15, 65, 8]
gen=9	fitness=853.495238619739	tour=[26, 99, 2, 47, 79, 23, 3, 16, 97, 40, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 56, 25, 83, 58, 88, 29, 63, 36, 14, 53, 86, 33, 57, 81, 62, 65, 51, 8, 59, 42, 52, 93, 91, 68, 41, 92, 38, 9, 80, 44, 0, 4, 15, 69, 78, 75, 37, 95, 85, 94, 35, 49, 17, 82, 77, 54, 5, 98, 74, 11, 66, 87, 76, 7, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 45, 6, 18, 20, 96, 50, 13]
gen=10	fitness=853.495238619739	tour=[26, 99, 2, 47, 79, 23, 3, 16, 97, 40, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 56, 25, 83, 58, 88, 29, 63, 36, 14, 53, 86, 33, 57, 81, 62, 65, 51, 8, 59, 42, 52, 93, 91, 68, 41, 92, 38, 9, 80, 44, 0, 4, 15, 69, 78, 75, 37, 95, 85, 94, 35, 49, 17, 82, 77, 54, 5, 98, 74, 11, 66, 87, 76, 7, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 45, 6, 18, 20, 96, 50, 13]
