seed=109
gen=0	fitness=1948.615650574960	tour=[0, 9, 78, 54, 11, 5, 77, 82, 89, 93, 42, 15, 59, 8, 14, 57, 33, 53, 86, 29, 36, 50, 20, 58, 56, 13, 45, 64, 18, 26, 79, 47, 39, 3, 70, 24, 35, 66, 98, 74, 87, 21, 61, 10, 55, 73, 71, 30, 1, 67, 97, 43, 48, 34, 16, 99, 2, 63, 83, 25, 88, 23, 6, 96, 41, 92, 81, 51, 69, 91, 52, 68, 72, 95, 37, 75, 85, 19, 32, 22, 40, 84, 27, 12, 90, 28, 31, 46, 7, 76, 60, 17, 49, 94, 4, 44, 80, 62, 65, 38]
gen=1	fitness=975.235825078937	tour=[33, 86, 14, 53, 36, 63, 29, 58, 88, 83, 25, 56, 81, 57, 62, 65, 38, 9, 44, 80, 0, 15, 4, 69, 51, 8, 59, 42, 52, 93, 91, 68, 41, 92, 50, 20, 26, 99, 2, 47, 79, 23, 3, 16, 97, 40, 46, 70, 84, 39, 22, 48, 43, 27, 73, 72, 7, 76, 87, 66, 60, 98, 74, 11, 77, 82, 17, 49, 35, 95, 85, 94, 37, 75, 78, 5, 54, 19, 24, 55, 89, 32, 1, 31, 34, 90, 28, 30, 71, 12, 21, 61, 10, 67, 64, 45, 6, 18, 96, 13]
gen=2	fitness=975.235825078937	tour=[33, 86, 14, 53, 36, 63, 29, 58, 88, 83, 25, 56, 81, 57, 62, 65, 38, 9, 44, 80, 0, 15, 4, 69, 51, 8, 59, 42, 52, 93, 91, 68, 41, 92, 50, 20, 26, 99, 2, 47, 79, 23, 3, 16, 97, 40, 46, 70, 84, 39, 22, 48, 43, 27, 73, 72, 7, 76, 87, 66, 60, 98, 74, 11, 77, 82, 17, 49, 35, 95, 85, 94, 37, 75, 78, 5, 54, 19, 24, 55, 89, 32, 1, 31, 34, 90, 28, 30, 71, 12, 21, 61, 10, 67, 64, 45, 6, 18, 96, 13]
gen=3	fitness=958.056442534781	tour=[7, 76, 87, 66, 11, 74, 98, 77, 82, 17, 49, 35, 78, 75, 37, 94, 95, 85, 0, 80, 9, 44, 38, 51, 65, 8, 59, 42, 52, 15, 4, 69, 91, 93, 68, 41, 92, 57, 81, 62, 56, 25, 58, 88, 86, 33, 53, 14, 36, 63, 29, 83, 99, 2, 47, 79, 23, 3, 16, 97, 40, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 26, 6, 45, 64, 13, 20, 50, 96, 18, 67, 1, 28, 30, 71, 90, 34, 31, 12, 21, 61, 10, 60, 54, 5]
gen=4	fitness=955.034956161261	tour=[44, 80, 9, 38, 51, 42, 59, 52, 93, 91, 68, 41, 92, 57, 81, 62, 83, 88, 58, 29, 63, 36, 53, 14, 33, 86, 50, 96, 20, 13, 18, 6, 45, 64, 67, 3, 23, 40, 97, 16, 46, 84, 70, 39, 22, 27, 73, 43, 48, 19, 49, 35, 17, 82, 77, 5, 54, 98, 74, 11, 66, 87, 76, 7, 72, 24, 55, 89, 32, 56, 25, 47, 79, 2, 99, 26, 71, 28, 30, 34, 90, 31, 1, 10, 61, 21, 12, 60, 78, 94, 37, 75, 95, 85, 0, 4, 15, 69, 8, 65]
gen=5	fitness=955.034956161261	tour=[44, 80, 9, 38, 51, 42, 59, 52, 93, 91, 68, 41, 92, 57, 81, 62, 83, 88, 58, 29, 63, 36, 53, 14, 33, 86, 50, 96, 20, 13, 18, 6, 45, 64, 67, 3, 23, 40, 97, 16, 46, 84, 70, 39, 22, 27, 73, 43, 48, 19, 49, 35, 17, 82, 77, 5, 54, 98, 74, 11, 66, 87, 76, 7, 72, 24, 55, 89, 32, 56, 25, 47, 79, 2, 99, 26, 71, 28, 30, 34, 90, 31, 1, 10, 61, 21, 12, 60, 78, 94, 37, 75, 95, 85, 0, 4, 15, 69, 8, 65]
gen=6	fitness=913.444478991849	tour=[1, 31, 90, 34, 10, 61, 21, 12, 60, 66, 87, 7, 76, 72, 24, 55, 89, 32, 47, 79, 23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 49, 35, 17, 82, 77, 98, 74, 11, 54, 5, 75, 37, 94, 78, 85, 95, 0, 4, 15, 69, 42, 59, 51, 38, 9, 80, 44, 65, 8, 93, 52, 91, 68, 41, 92, 36, 14, 53, 86, 33, 88, 58, 83, 56, 25, 81, 57, 62, 29, 63, 13, 20, 96, 50, 18, 64, 6, 45, 26, 99, 2, 67, 71, 30, 28]
gen=7	fitness=913.444478991849	tour=[1, 31, 90, 34, 10, 61, 21, 12, 60, 66, 87, 7, 76, 72, 24, 55, 89, 32, 47, 79, 23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 49, 35, 17, 82, 77, 98, 74, 11, 54, 5, 75, 37, 94, 78, 85, 95, 0, 4, 15, 69, 42, 59, 51, 38, 9, 80, 44, 65, 8, 93, 52, 91, 68, 41, 92, 36, 14, 53, 86, 33, 88, 58, 83, 56, 25, 81, 57, 62, 29, 63, 13, 20, 96, 50, 18, 64, 6, 45, 26, 99, 2, 67, 71, 30, 28]
gen=8	fitness=871.480771931112	tour=[29, 63, 36, 14, 53, 33, 86, 88, 58, 83, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 38, 9, 80, 44, 0, 4, 15, 69, 8, 65, 89, 55, 32, 39, 84, 70, 46, 40, 97, 16, 3, 23, 79, 47, 2, 99, 26, 45, 64, 6, 18, 96, 20, 50, 13, 67, 71, 30, 28, 90, 34, 10, 61, 21, 12, 60, 66, 87, 76, 7, 35, 49, 82, 17, 77, 98, 74, 11, 54, 5, 78, 75, 37, 94, 95, 85, 24, 72, 19, 73, 27, 43, 48, 22, 31, 1]
gen=9	fitness=871.480771931112	tour=[29, 63, 36, 14, 53, 33, 86, 88, 58, 83, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 38, 9, 80, 44, 0, 4, 15, 69, 8, 65, 89, 55, 32, 39, 84, 70, 46, 40, 97, 16, 3, 23, 79, 47, 2, 99, 26, 45, 64, 6, 18, 96, 20, 50, 13, 67, 71, 30, 28, 90, 34, 10, 61, 21, 12, 60, 66, 87, 76, 7, 35, 49, 82, 17, 77, 98, 74, 11, 54, 5, 78, 75, 37, 94, 95, 85, 24, 72, 19, 73, 27, 43, 48, 22, 31, 1]
gen=10	fitness=871.480771931112	tour=[29, 63, 36, 14, 53, 33, 86, 88, 58, 83, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 38, 9, 80, 44, 0, 4, 15, 69, 8, 65, 89, 55, 32, 39, 84, 70, 46, 40, 97, 16, 3, 23, 79, 47, 2, 99, 26, 45, 64, 6, 18, 96, 20, 50, 13, 67, 71, 30, 28, 90, 34, 10, 61, 21, 12, 60, 66, 87, 76, 7, 35, 49, 82, 17, 77, 98, 74, 11, 54, 5, 78, 75, 37, 94, 95, 85, 24, 72, 19, 73, 27, 43, 48, 22, 31, 1]
gen=11	fitness=857.969724660572	tour=[46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 45, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 85, 95, 37, 94, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 24, 55, 89, 32, 47, 79, 23, 3, 16, 97, 40, 2, 99, 26, 29]
gen=12	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=13	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=14	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=15	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=16	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=17	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=18	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=19	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=20	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=21	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=22	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=23	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=24	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=25	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=26	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=27	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=28	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=29	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=30	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=31	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=32	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
gen=33	fitness=831.496509781533	tour=[23, 3, 16, 40, 97, 46, 70, 84, 39, 22, 48, 43, 27, 73, 19, 72, 24, 55, 89, 32, 25, 56, 62, 81, 57, 92, 41, 68, 91, 93, 52, 42, 59, 51, 8, 65, 38, 9, 80, 44, 0, 4, 15, 69, 95, 85, 94, 37, 75, 78, 5, 54, 11, 74, 98, 77, 82, 17, 49, 35, 7, 76, 87, 66, 60, 12, 21, 61, 10, 34, 90, 31, 1, 71, 28, 30, 67, 64, 6, 18, 96, 20, 50, 13, 63, 36, 14, 53, 86, 33, 88, 58, 83, 29, 99, 2, 47, 79, 26, 45]
