seed=28
gen=0	fitness=1421.536849702977	tour=[9, 21, 20, 11, 1, 18, 0, 8, 15, 10, 12, 6, 2, 16, 24, 13, 14, 22, 7, 5, 19, 17, 4, 23, 3]
gen=1	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=2	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=3	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=4	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=5	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=6	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=7	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=8	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=9	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=10	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=11	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=12	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=13	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=14	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=15	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=16	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=17	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=18	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=19	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
