seed=26
gen=0	fitness=1236.065293665082	tour=[16, 12, 20, 14, 18, 7, 5, 3, 22, 2, 8, 9, 10, 11, 0, 15, 4, 1, 17, 19, 13, 24, 21, 6, 23]
gen=1	fitness=399.508362741384	tour=[0, 5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3]
gen=2	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=3	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=4	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=5	fitness=395.074554761486	tour=[5, 20, 21, 22, 16, 13, 7, 8, 2, 1, 19, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=6	fitness=394.382477460640	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 1, 19, 9, 12, 15, 24, 18, 14, 4, 10, 6, 23, 17, 11, 3, 0]
gen=7	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=8	fitness=391.307543601128	tour=[5, 20, 21, 22, 16, 13, 2, 8, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 3, 11, 0]
gen=9	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=10	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=11	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=12	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=13	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=14	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=15	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=16	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=17	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=18	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=19	fitness=390.302914304496	tour=[5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23, 17, 11, 3, 0]
gen=20	fitness=385.869106324597	tour=[17, 3, 11, 0, 5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23]
gen=21	fitness=385.869106324597	tour=[17, 3, 11, 0, 5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23]
gen=22	fitness=385.869106324597	tour=[17, 3, 11, 0, 5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23]
gen=23	fitness=385.869106324597	tour=[17, 3, 11, 0, 5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23]
gen=24	fitness=385.869106324597	tour=[17, 3, 11, 0, 5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23]
gen=25	fitness=385.869106324597	tour=[17, 3, 11, 0, 5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23]
gen=26	fitness=385.869106324597	tour=[17, 3, 11, 0, 5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23]
gen=27	fitness=385.869106324597	tour=[17, 3, 11, 0, 5, 20, 21, 22, 16, 13, 8, 2, 7, 19, 1, 9, 12, 15, 24, 14, 18, 4, 10, 6, 23]
